Reference GeoSymbio;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Type;Gene;Accession number;Host_Phylum;Host_Class;Host_Order;Host_Family;Host_Genus;Host_Species;Host_Sci_Name;Ocean;Country;StateRegion;Latitude;Longitude;Reference;;Accession number;Host_Species_code;Country;year;sample_number;;;;;;;;;;;;;;;
B1;ITS2;AF333511;Cnidaria;Anthozoa;Scleractinia;Faviidae;Montastraea;franksi;Montastraea franksi;Caribbean;United States;US Virgin Islands;18.296119;-64.890936;Correa_2009_Coral_Reefs_28_437;;AF333511;Ofranksi;USVI;2007;1;;;;;;;;;;;;;;;
B1;ITS2;AF333511;Cnidaria;Anthozoa;Scleractinia;Siderastreidae;Siderastrea;siderea;Siderastrea siderea;Caribbean;United States;US Virgin Islands;18.296119;-64.890936;Correa_2009_Coral_Reefs_28_437;;AF333511;Ssiderea;USVI;2007;1;;;;;;;;;;;;;;;
B1;ITS2;AF333511;Cnidaria;Anthozoa;Scleractinia;Siderastreidae;Siderastrea;siderea;Siderastrea siderea;Caribbean;United States;Florida;24.776438;-80.717769;Correa_2009_Coral_Reefs_28_437;;AF333511;Ssiderea;Flo;2006;3;;;;;;;;;;;;;;;
B1;ITS2;AF333511;Cnidaria;Anthozoa;Scleractinia;Siderastreidae;Siderastrea;siderea;Siderastrea siderea;Caribbean;United States;Florida;24.776438;-80.717769;Correa_2009_Coral_Reefs_28_437;;AF333511;Ssiderea;Flo;2006;4;;;;;;;;;;;;;;;
B1;ITS2;AF333511;Cnidaria;Anthozoa;Scleractinia;Agariciidae;Agaricia;agaricites;Agaricia agaricites;Caribbean;Barbados;Eastern Caribbean;13.113952;-59.323522;Finney_2010_Microb_Ecol_60_250;;AF333511;Aagiricites;Bar;2005;1;;;;;;;;;;;;;;;
B1;ITS2;AF333511;Cnidaria;Anthozoa;Scleractinia;Agariciidae;Agaricia;agaricites;Agaricia agaricites;Caribbean;Barbados;Eastern Caribbean;13.113952;-59.323522;Finney_2010_Microb_Ecol_60_250;;AF333511;Aagiricites;Bar;2005;2;;;;;;;;;;;;;;;
B1;ITS2;AF333511;Cnidaria;Anthozoa;Scleractinia;Agariciidae;Agaricia;fragilis;Agaricia fragilis;Caribbean;Barbados;Eastern Caribbean;13.113952;-59.323522;Finney_2010_Microb_Ecol_60_250;;AF333511;Afragilis;Bar;2005;1;;;;;;;;;;;;;;;
B1;ITS2;AF333511;Cnidaria;Anthozoa;Scleractinia;Agariciidae;Agaricia;humilis;Agaricia humilis;Caribbean;Barbados;Eastern Caribbean;13.113952;-59.323522;Finney_2010_Microb_Ecol_60_250;;AF333511;Ahumilis;Bar;2005;1;;;;;;;;;;;;;;;
B1;ITS2;AF333511;Cnidaria;Anthozoa;Scleractinia;Agariciidae;Agaricia;humilis;Agaricia humilis;Caribbean;Barbados;Eastern Caribbean;13.113952;-59.323522;Finney_2010_Microb_Ecol_60_250;;AF333511;Ahumilis;Bar;2005;2;;;;;;;;;;;;;;;
B1;ITS2;AF333511;Cnidaria;Anthozoa;Scleractinia;Faviidae;Colpophyllia;natans;Colpophyllia natans;Caribbean;Barbados;Eastern Caribbean;13.113952;-59.323522;Finney_2010_Microb_Ecol_60_250;;AF333511;Cnatans;Bar;2005;1;;;;;;;;;;;;;;;
B1;ITS2;AF333511;Cnidaria;Anthozoa;Scleractinia;Faviidae;Colpophyllia;natans;Colpophyllia natans;Caribbean;Barbados;Eastern Caribbean;13.113952;-59.323522;Finney_2010_Microb_Ecol_60_250;;AF333511;Cnatans;Bar;2005;2;;;;;;;;;;;;;;;
B1;ITS2;AF333511;Cnidaria;Anthozoa;Scleractinia;Faviidae;Colpophyllia;natans;Colpophyllia natans;Caribbean;Barbados;Eastern Caribbean;13.113952;-59.323522;Finney_2010_Microb_Ecol_60_250;;AF333511;Cnatans;Bar;2005;3;;;;;;;;;;;;;;;
B1;ITS2;AF333511;Cnidaria;Anthozoa;Scleractinia;Meandrinidae;Dendrogyra;cylindrus;Dendrogyra  cylindrus;Caribbean;Barbados;Eastern Caribbean;13.113952;-59.323522;Finney_2010_Microb_Ecol_60_250;;AF333511;Dcylindrus;Bar;2005;1;;;;;;;;;;;;;;;
B1;ITS2;AF333511;Cnidaria;Anthozoa;Scleractinia;Meandrinidae;Dendrogyra ;cylindrus;Dendrogyra  cylindrus;Caribbean;Belize;Western Caribbean;16.480001;-88.045999;Finney_2010_Microb_Ecol_60_250;;AF333511;Dcylindrus;Bel;2003;1;;;;;;;;;;;;;;;
B1;ITS2;AF333511;Cnidaria;Anthozoa;Scleractinia;Meandrinidae;Dichocoenia;stokesi;Dichocoenia stokesi;Caribbean;Barbados;Eastern Caribbean;13.113952;-59.323522;Finney_2010_Microb_Ecol_60_250;;AF333511;Dstokesi;Bar;2005;1;;;;;;;;;;;;;;;
B1;ITS2;AF333511;Cnidaria;Anthozoa;Scleractinia;Meandrinidae;Dichocoenia;stokesi;Dichocoenia stokesi;Caribbean;Barbados;Eastern Caribbean;13.113952;-59.323522;Finney_2010_Microb_Ecol_60_250;;AF333511;Dstokesi;Bar;2005;2;;;;;;;;;;;;;;;
B1;ITS2;AF333511;Cnidaria;Anthozoa;Scleractinia;Meandrinidae;Dichocoenia;stokesi;Dichocoenia stokesi;Caribbean;Barbados;Eastern Caribbean;13.113952;-59.323522;Finney_2010_Microb_Ecol_60_250;;AF333511;Dstokesi;Bar;2005;3;;;;;;;;;;;;;;;
B1;ITS2;AF333511;Cnidaria;Anthozoa;Scleractinia;Meandrinidae;Dichocoenia;stokesi;Dichocoenia stokesi;Caribbean;Barbados;Eastern Caribbean;13.113952;-59.323522;Finney_2010_Microb_Ecol_60_250;;AF333511;Dstokesi;Bar;2005;4;;;;;;;;;;;;;;;
B1;ITS2;AF333511;Cnidaria;Anthozoa;Scleractinia;Meandrinidae;Dichocoenia;stokesi;Dichocoenia stokesi;Caribbean;Belize;Western Caribbean;16.480001;-88.045999;Finney_2010_Microb_Ecol_60_250;;AF333511;Dstokesi;Bel;2003;1;;;;;;;;;;;;;;;
B1;ITS2;AF333511;Cnidaria;Anthozoa;Scleractinia;Meandrinidae;Dichocoenia;stokesi;Dichocoenia stokesi;Caribbean;Belize;Western Caribbean;16.480001;-88.045999;Finney_2010_Microb_Ecol_60_250;;AF333511;Dstokesi;Bel;2003;2;;;;;;;;;;;;;;;
B1;ITS2;AF333511;Cnidaria;Anthozoa;Scleractinia;Faviidae;Diploria;clivosa;Diploria clivosa;Caribbean;Barbados;Eastern Caribbean;13.113952;-59.323522;Finney_2010_Microb_Ecol_60_250;;AF333511;Dclivosa;Bar;2005;1;;;;;;;;;;;;;;;
B1;ITS2;AF333511;Cnidaria;Anthozoa;Scleractinia;Faviidae;Diploria;clivosa;Diploria clivosa;Caribbean;Barbados;Eastern Caribbean;13.113952;-59.323522;Finney_2010_Microb_Ecol_60_250;;AF333511;Dclivosa;Bar;2005;2;;;;;;;;;;;;;;;
B1;ITS2;AF333511;Cnidaria;Anthozoa;Scleractinia;Faviidae;Diploria;clivosa;Diploria clivosa;Caribbean;Barbados;Eastern Caribbean;13.113952;-59.323522;Finney_2010_Microb_Ecol_60_250;;AF333511;Dclivosa;Bar;2005;3;;;;;;;;;;;;;;;
B1;ITS2;AF333511;Cnidaria;Anthozoa;Scleractinia;Faviidae;Diploria;clivosa;Diploria clivosa;Caribbean;Belize;Western Caribbean;16.480001;-88.045999;Finney_2010_Microb_Ecol_60_250;;AF333511;Dclivosa;Bel;2003;1;;;;;;;;;;;;;;;
B1;ITS2;AF333511;Cnidaria;Anthozoa;Scleractinia;Faviidae;Diploria;labyrinthiformis;Diploria labyrinthiformis;Caribbean;Barbados;Eastern Caribbean;13.113952;-59.323522;Finney_2010_Microb_Ecol_60_250;;AF333511;Dlabyrinthiformis;Bar;2005;1;;;;;;;;;;;;;;;
B1;ITS2;AF333511;Cnidaria;Anthozoa;Scleractinia;Faviidae;Diploria;labyrinthiformis;Diploria labyrinthiformis;Caribbean;Belize;Western Caribbean;16.480001;-88.045999;Finney_2010_Microb_Ecol_60_250;;AF333511;Dlabyrinthiformis;Bel;2003;1;;;;;;;;;;;;;;;
B1;ITS2;AF333511;Cnidaria;Anthozoa;Scleractinia;Faviidae;Diploria;strigosa;Diploria strigosa;Caribbean;Barbados;Eastern Caribbean;13.113952;-59.323522;Finney_2010_Microb_Ecol_60_250;;AF333511;Dstrigosa;Bar;2005;1;;;;;;;;;;;;;;;
B1;ITS2;AF333511;Cnidaria;Anthozoa;Scleractinia;Faviidae;Diploria;strigosa;Diploria strigosa;Caribbean;Barbados;Eastern Caribbean;13.113952;-59.323522;Finney_2010_Microb_Ecol_60_250;;AF333511;Dstrigosa;Bar;2005;2;;;;;;;;;;;;;;;
B1;ITS2;AF333511;Cnidaria;Anthozoa;Scleractinia;Faviidae;Diploria;strigosa;Diploria strigosa;Caribbean;Barbados;Eastern Caribbean;13.113952;-59.323522;Finney_2010_Microb_Ecol_60_250;;AF333511;Dstrigosa;Bar;2005;3;;;;;;;;;;;;;;;
B1;ITS2;AF333511;Cnidaria;Anthozoa;Scleractinia;Faviidae;Diploria;strigosa;Diploria strigosa;Caribbean;Belize;Western Caribbean;16.480001;-88.045999;Finney_2010_Microb_Ecol_60_250;;AF333511;Dstrigosa;Bel;2003;1;;;;;;;;;;;;;;;
B1;ITS2;AF333511;Cnidaria;Anthozoa;Scleractinia;Faviidae;Diploria;strigosa;Diploria strigosa;Caribbean;Belize;Western Caribbean;16.480001;-88.045999;Finney_2010_Microb_Ecol_60_250;;AF333511;Dstrigosa;Bel;2003;2;;;;;;;;;;;;;;;
B1;ITS2;AF333511;Cnidaria;Anthozoa;Scleractinia;Meandrinidae;Eusmilia ;fastigiata;Eusmilia  fastigiata;Caribbean;Barbados;Eastern Caribbean;13.113952;-59.323522;Finney_2010_Microb_Ecol_60_250;;AF333511;Efastigiata;Bar;2005;1;;;;;;;;;;;;;;;
B1;ITS2;AF333511;Cnidaria;Anthozoa;Scleractinia;Meandrinidae;Eusmilia ;fastigiata;Eusmilia  fastigiata;Caribbean;Belize;Western Caribbean;16.480001;-88.045999;Finney_2010_Microb_Ecol_60_250;;AF333511;Efastigiata;Bel;2003;1;;;;;;;;;;;;;;;
B1;ITS2;AF333511;Cnidaria;Anthozoa;Scleractinia;Meandrinidae;Eusmilia ;fastigiata;Eusmilia  fastigiata;Caribbean;Belize;Western Caribbean;16.480001;-88.045999;Finney_2010_Microb_Ecol_60_250;;AF333511;Efastigiata;Bel;2003;2;;;;;;;;;;;;;;;
B1;ITS2;AF333511;Cnidaria;Anthozoa;Scleractinia;Faviidae;Favia;fragum;Favia fragum;Caribbean;Barbados;Eastern Caribbean;13.113952;-59.323522;Finney_2010_Microb_Ecol_60_250;;AF333511;Ffragum;Bar;2005;1;;;;;;;;;;;;;;;
B1;ITS2;AF333511;Cnidaria;Anthozoa;Scleractinia;Faviidae;Favia;fragum;Favia fragum;Caribbean;Barbados;Eastern Caribbean;13.113952;-59.323522;Finney_2010_Microb_Ecol_60_250;;AF333511;Ffragum;Bar;2005;2;;;;;;;;;;;;;;;
B1;ITS2;AF333511;Cnidaria;Anthozoa;Scleractinia;Faviidae;Favia;fragum;Favia fragum;Caribbean;Belize;Western Caribbean;16.480001;-88.045999;Finney_2010_Microb_Ecol_60_250;;AF333511;Ffragum;Bel;2003;1;;;;;;;;;;;;;;;
B1;ITS2;AF333511;Cnidaria;Anthozoa;Scleractinia;Faviidae;Favia;fragum;Favia fragum;Caribbean;Belize;Western Caribbean;16.480001;-88.045999;Finney_2010_Microb_Ecol_60_250;;AF333511;Ffragum;Bel;2003;2;;;;;;;;;;;;;;;
B1;ITS2;AF333511;Cnidaria;Anthozoa;Scleractinia;Mussidae;Isophyllastrea;rigida;Isophyllastrea rigida;Caribbean;Belize;Western Caribbean;16.480001;-88.045999;Finney_2010_Microb_Ecol_60_250;;AF333511;Irigida;Bel;2003;1;;;;;;;;;;;;;;;
B1;ITS2;AF333511;Cnidaria;Anthozoa;Scleractinia;Mussidae;Isophyllia;sinuosa;Isophyllia sinuosa;Caribbean;Belize;Western Caribbean;16.480001;-88.045999;Finney_2010_Microb_Ecol_60_250;;AF333511;Isinuosa;Bel;2003;1;;;;;;;;;;;;;;;
B1;ITS2;AF333511;Cnidaria;Anthozoa;Scleractinia;Mussidae;Isophyllia;sinuosa;Isophyllia sinuosa;Caribbean;Belize;Western Caribbean;16.480001;-88.045999;Finney_2010_Microb_Ecol_60_250;;AF333511;Isinuosa;Bel;2003;2;;;;;;;;;;;;;;;
B1;ITS2;AF333511;Cnidaria;Anthozoa;Scleractinia;Faviidae;Manicina;areolata;Manicina areolata;Caribbean;Belize;Western Caribbean;16.480001;-88.045999;Finney_2010_Microb_Ecol_60_250;;AF333511;Mareolata;Bel;2003;1;;;;;;;;;;;;;;;
B1;ITS2;AF333511;Cnidaria;Anthozoa;Scleractinia;Faviidae;Manicina;areolata;Manicina areolata;Caribbean;Belize;Western Caribbean;16.480001;-88.045999;Finney_2010_Microb_Ecol_60_250;;AF333511;Mareolata;Bel;2003;2;;;;;;;;;;;;;;;
B1;ITS2;AF333511;Cnidaria;Anthozoa;Scleractinia;Meandrinidae;Meandrina;meandrites;Meandrina meandrites;Caribbean;Barbados;Eastern Caribbean;13.113952;-59.323522;Finney_2010_Microb_Ecol_60_250;;AF333511;Mmeandrites;Bar;2005;1;;;;;;;;;;;;;;;
B1;ITS2;AF333511;Cnidaria;Anthozoa;Scleractinia;Meandrinidae;Meandrina;meandrites;Meandrina meandrites;Caribbean;Barbados;Eastern Caribbean;13.113952;-59.323522;Finney_2010_Microb_Ecol_60_250;;AF333511;Mmeandrites;Bar;2005;2;;;;;;;;;;;;;;;
B1;ITS2;AF333511;Cnidaria;Anthozoa;Scleractinia;Meandrinidae;Meandrina;meandrites;Meandrina meandrites;Caribbean;Barbados;Eastern Caribbean;13.113952;-59.323522;Finney_2010_Microb_Ecol_60_250;;AF333511;Mmeandrites;Bar;2005;3;;;;;;;;;;;;;;;
B1;ITS2;AF333511;Cnidaria;Anthozoa;Scleractinia;Meandrinidae;Meandrina;meandrites;Meandrina meandrites;Caribbean;Belize;Western Caribbean;16.480001;-88.045999;Finney_2010_Microb_Ecol_60_250;;AF333511;Mmeandrites;Bel;2003;1;;;;;;;;;;;;;;;
B1;ITS2;AF333511;Cnidaria;Anthozoa;Scleractinia;Meandrinidae;Meandrina;meandrites;Meandrina meandrites;Caribbean;Belize;Western Caribbean;16.480001;-88.045999;Finney_2010_Microb_Ecol_60_250;;AF333511;Mmeandrites;Bel;2003;2;;;;;;;;;;;;;;;
B1;ITS2;AF333511;Cnidaria;Anthozoa;Scleractinia;Faviidae;Montastraea;annularis;Montastraea annularis;Caribbean;Barbados;Eastern Caribbean;13.113952;-59.323522;Finney_2010_Microb_Ecol_60_250;;AF333511;Oannularis;Bar;2005;1;;;;;;;;;;;;;;;
B1;ITS2;AF333511;Cnidaria;Anthozoa;Scleractinia;Faviidae;Montastraea;faveolata;Montastraea faveolata;Caribbean;Barbados;Eastern Caribbean;13.113952;-59.323522;Finney_2010_Microb_Ecol_60_250;;AF333511;Ofaveolata;Bar;2005;1;;;;;;;;;;;;;;;
B1;ITS2;AF333511;Cnidaria;Anthozoa;Scleractinia;Faviidae;Montastraea;faveolata;Montastraea faveolata;Caribbean;Barbados;Eastern Caribbean;13.113952;-59.323522;Finney_2010_Microb_Ecol_60_250;;AF333511;Ofaveolata;Bar;2005;2;;;;;;;;;;;;;;;
B1;ITS2;AF333511;Cnidaria;Anthozoa;Scleractinia;Faviidae;Montastraea;faveolata;Montastraea faveolata;Caribbean;Barbados;Eastern Caribbean;13.113952;-59.323522;Finney_2010_Microb_Ecol_60_250;;AF333511;Ofaveolata;Bar;2005;3;;;;;;;;;;;;;;;
B1;ITS2;AF333511;Cnidaria;Anthozoa;Scleractinia;Poritidae;Porites;astreoides;Porites astreoides;Caribbean;Barbados;Eastern Caribbean;13.113952;-59.323522;Finney_2010_Microb_Ecol_60_250;;AF333511;Pastreoides;Bar;2005;6;;;;;;;;;;;;;;;
B1;ITS2;AF333511;Cnidaria;Anthozoa;Scleractinia;Poritidae;Porites;astreoides;Porites astreoides;Caribbean;Barbados;Eastern Caribbean;13.113952;-59.323522;Finney_2010_Microb_Ecol_60_250;;AF333511;Pastreoides;Bar;2005;7;;;;;;;;;;;;;;;
B1;ITS2;AF333511;Cnidaria;Anthozoa;Scleractinia;Poritidae;Porites;astreoides;Porites astreoides;Caribbean;Barbados;Eastern Caribbean;13.113952;-59.323522;Finney_2010_Microb_Ecol_60_250;;AF333511;Pastreoides;Bar;2005;8;;;;;;;;;;;;;;;
B1;ITS2;AF333511;Cnidaria;Anthozoa;Scleractinia;Poritidae;Porites;astreoides;Porites astreoides;Caribbean;Barbados;Eastern Caribbean;13.113952;-59.323522;Finney_2010_Microb_Ecol_60_250;;AF333511;Pastreoides;Bar;2005;9;;;;;;;;;;;;;;;
B1;ITS2;AF333511;Cnidaria;Anthozoa;Scleractinia;Poritidae;Porites;astreoides;Porites astreoides;Caribbean;Barbados;Eastern Caribbean;13.113952;-59.323522;Finney_2010_Microb_Ecol_60_250;;AF333511;Pastreoides;Bar;2005;10;;;;;;;;;;;;;;;
B1;ITS2;AF333511;Cnidaria;Anthozoa;Scleractinia;Siderastreidae;Siderastrea;radians;Siderastrea radians;Caribbean;Barbados;Eastern Caribbean;13.113952;-59.323522;Finney_2010_Microb_Ecol_60_250;;AF333511;Sradians;Bar;2005;3;;;;;;;;;;;;;;;
B1;ITS2;AF333511;Cnidaria;Anthozoa;Scleractinia;Caryophylliidae;Cladocora ;arbuscula;Cladocora  arbuscula;Caribbean;Mexico;Quintana Roo;20.5;-86.52;LaJeunesse_2002_Mar_Biol_141_387;;AF333511;Carbuscula;Mex;1999;1;;;;;;;;;;;;;;;
B1;ITS2;AF333511;Cnidaria;Anthozoa;Scleractinia;Meandrinidae;Dendrogyra ;cylindrus;Dendrogyra  cylindrus;Caribbean;Mexico;Quintana Roo;20.5;-86.52;LaJeunesse_2002_Mar_Biol_141_387;;AF333511;Dcylindrus;Mex;1999;1;;;;;;;;;;;;;;;
B1;ITS2;AF333511;Cnidaria;Anthozoa;Scleractinia;Meandrinidae;Dichocoenia;stokesi;Dichocoenia stokesi;Caribbean;Mexico;Quintana Roo;20.5;-86.52;LaJeunesse_2002_Mar_Biol_141_387;;AF333511;Dstokesi;Mex;1999;1;;;;;;;;;;;;;;;
B1;ITS2;AF333511;Cnidaria;Anthozoa;Scleractinia;Faviidae;Diploria;clivosa;Diploria clivosa;Caribbean;Mexico;Quintana Roo;20.5;-86.52;LaJeunesse_2002_Mar_Biol_141_387;;AF333511;Dclivosa;Mex;1999;1;;;;;;;;;;;;;;;
B1;ITS2;AF333511;Cnidaria;Anthozoa;Scleractinia;Faviidae;Diploria;labyrinthiformis;Diploria labyrinthiformis;Caribbean;Mexico;Quintana Roo;20.5;-86.52;LaJeunesse_2002_Mar_Biol_141_387;;AF333511;Dlabyrinthiformis;Mex;1999;1;;;;;;;;;;;;;;;
B1;ITS2;AF333511;Cnidaria;Anthozoa;Scleractinia;Faviidae;Diploria;strigosa;Diploria strigosa;Caribbean;Mexico;Quintana Roo;20.5;-86.52;LaJeunesse_2002_Mar_Biol_141_387;;AF333511;Dstrigosa;Mex;1999;1;;;;;;;;;;;;;;;
B1;ITS2;AF333511;Cnidaria;Anthozoa;Scleractinia;Meandrinidae;Eusmilia ;fastigiata;Eusmilia  fastigiata;Caribbean;Mexico;Quintana Roo;20.5;-86.52;LaJeunesse_2002_Mar_Biol_141_387;;AF333511;Efastigiata;Mex;1999;1;;;;;;;;;;;;;;;
B1;ITS2;AF333511;Cnidaria;Anthozoa;Scleractinia;Meandrinidae;Eusmilia ;fastigiata;Eusmilia  fastigiata;Caribbean;Mexico;Quintana Roo;20.5;-86.52;LaJeunesse_2002_Mar_Biol_141_387;;AF333511;Efastigiata;Mex;1999;2;;;;;;;;;;;;;;;
B1;ITS2;AF333511;Cnidaria;Anthozoa;Scleractinia;Meandrinidae;Eusmilia ;fastigiata;Eusmilia  fastigiata;Caribbean;Bahamas;Exuma Islands;23.76725556;-76.09464167;LaJeunesse_2002_Mar_Biol_141_387;;AF333511;Efastigiata;Bah;1999;1;;;;;;;;;;;;;;;
B1;ITS2;AF333511;Cnidaria;Anthozoa;Scleractinia;Faviidae;Favia;fragum;Favia fragum;Caribbean;Mexico;Quintana Roo;20.5;-86.52;LaJeunesse_2002_Mar_Biol_141_387;;AF333511;Ffragum;Mex;1999;1;;;;;;;;;;;;;;;
B1;ITS2;AF333511;Cnidaria;Anthozoa;Scleractinia;Pocilloporidae;Madracis;formosa;Madracis formosa;Caribbean;Bahamas;Exuma Islands;23.76725556;-76.09464167;LaJeunesse_2002_Mar_Biol_141_387;;AF333511;Mformosa;Bah;1999;1;;;;;;;;;;;;;;;
B1;ITS2;AF333511;Cnidaria;Anthozoa;Scleractinia;Faviidae;Manicina;areolata;Manicina areolata;Caribbean;Mexico;Quintana Roo;20.5;-86.52;LaJeunesse_2002_Mar_Biol_141_387;;AF333511;Mareolata;Mex;1999;1;;;;;;;;;;;;;;;
B1;ITS2;AF333511;Cnidaria;Anthozoa;Scleractinia;Meandrinidae;Meandrina;meandrites;Meandrina meandrites;Caribbean;Mexico;Quintana Roo;20.5;-86.52;LaJeunesse_2002_Mar_Biol_141_387;;AF333511;Mmeandrites;Mex;1999;1;;;;;;;;;;;;;;;
B1;ITS2;AF333511;Cnidaria;Anthozoa;Scleractinia;Faviidae;Montastraea;annularis;Montastraea annularis;Caribbean;Bahamas;Exuma Islands;23.76725556;-76.09464167;LaJeunesse_2002_Mar_Biol_141_387;;AF333511;Oannularis;Bah;1999;1;;;;;;;;;;;;;;;
B1;ITS2;AF333511;Cnidaria;Anthozoa;Scleractinia;Faviidae;Montastraea;annularis;Montastraea annularis;Caribbean;Bahamas;Exuma Islands;23.76725556;-76.09464167;LaJeunesse_2002_Mar_Biol_141_387;;AF333511;Oannularis;Bah;1999;2;;;;;;;;;;;;;;;
B1;ITS2;AF333511;Cnidaria;Anthozoa;Scleractinia;Faviidae;Montastraea;faveolata;Montastraea faveolata;Caribbean;Bahamas;Exuma Islands;23.76725556;-76.09464167;LaJeunesse_2002_Mar_Biol_141_387;;AF333511;Ofaveolata;Bah;1999;1;;;;;;;;;;;;;;;
B1;ITS2;AF333511;Cnidaria;Anthozoa;Scleractinia;Poritidae;Porites;astreoides;Porites astreoides;Caribbean;Mexico;Quintana Roo;20.5;-86.52;LaJeunesse_2002_Mar_Biol_141_387;;AF333511;Pastreoides;Mex;1999;4;;;;;;;;;;;;;;;
B1;ITS2;AF333511;Cnidaria;Anthozoa;Scleractinia;Poritidae;Porites;furcata;Porites furcata;Caribbean;Mexico;Quintana Roo;20.5;-86.52;LaJeunesse_2002_Mar_Biol_141_387;;AF333511;Pfurcata;Mex;1999;2;;;;;;;;;;;;;;;
B1;ITS2;AF333511;Cnidaria;Anthozoa;Scleractinia;Meandrinidae;Meandrina;meandrites;Meandrina meandrites;Caribbean;Barbados;N_A;13.065258;-59.39125;LaJeunesse_2009_Proc_Royal_Soc_B_276_4139;;AF333511;Mmeandrites;Bar;2007;1;;;;;;;;;;;;;;;
B1;ITS2;AF333511;Cnidaria;Anthozoa;Scleractinia;Meandrinidae;Meandrina;meandrites;Meandrina meandrites;Caribbean;Barbados;N_A;13.065258;-59.39125;LaJeunesse_2009_Proc_Royal_Soc_B_276_4139;;AF333511;Mmeandrites;Bar;2007;2;;;;;;;;;;;;;;;
B1;ITS2;AF333511;Cnidaria;Anthozoa;Scleractinia;Faviidae;Montastraea;annularis;Montastraea annularis;Caribbean;Barbados;N_A;13.065258;-59.39125;LaJeunesse_2009_Proc_Royal_Soc_B_276_4139;;AF333511;Oannularis;Bar;2007;3;;;;;;;;;;;;;;;
B1;ITS2;AF333511;Cnidaria;Anthozoa;Scleractinia;Faviidae;Montastraea;annularis;Montastraea annularis;Caribbean;Barbados;N_A;13.065258;-59.39125;LaJeunesse_2009_Proc_Royal_Soc_B_276_4139;;AF333511;Oannularis;Bar;2007;4;;;;;;;;;;;;;;;
B1;ITS2;AF333511;Cnidaria;Anthozoa;Scleractinia;Siderastreidae;Siderastrea;siderea;Siderastrea siderea;Caribbean;Barbados;N_A;13.065258;-59.39125;LaJeunesse_2009_Proc_Royal_Soc_B_276_4139;;AF333511;Ssiderea;Bar;2007;1;;;;;;;;;;;;;;;
B1;ITS2;AF333511;Cnidaria;Anthozoa;Scleractinia;Acroporidae;Acropora;cervicornis;Acropora cervicornis;Caribbean;Bahamas;Exuma Islands;23.76725556;-76.09464167;Thornhill_2006_Mar_Biol_148_711;;AF333511;Acervicornis;Bah;2002;1;;;;;;;;;;;;;;;
B1;ITS2;AF333511;Cnidaria;Anthozoa;Scleractinia;Acroporidae;Acropora;cervicornis;Acropora cervicornis;Caribbean;United States;Florida;24.59;-80.22;Thornhill_2006_Mar_Biol_148_711;;AF333511;Acervicornis;Flo;2002;1;;;;;;;;;;;;;;;
B1;ITS2;AF333511;Cnidaria;Anthozoa;Scleractinia;Acroporidae;Acropora;cervicornis;Acropora cervicornis;Caribbean;United States;Florida;24.59;-80.22;Thornhill_2006_Mar_Biol_148_711;;AF333511;Acervicornis;Flo;2002;2;;;;;;;;;;;;;;;
B1;ITS2;AF333511;Cnidaria;Anthozoa;Scleractinia;Faviidae;Montastraea;annularis;Montastraea annularis;Caribbean;Bahamas;Exuma Islands;23.76725556;-76.09464167;Thornhill_2006_Mar_Biol_148_711;;AF333511;Oannularis;Bah;2004;1;;;;;;;;;;;;;;;
B1;ITS2;AF333511;Cnidaria;Anthozoa;Scleractinia;Faviidae;Montastraea;annularis;Montastraea annularis;Caribbean;Bahamas;Exuma Islands;23.76725556;-76.09464167;Thornhill_2006_Mar_Biol_148_711;;AF333511;Oannularis;Bah;2004;2;;;;;;;;;;;;;;;
B1;ITS2;AF333511;Cnidaria;Anthozoa;Scleractinia;Faviidae;Montastraea;annularis;Montastraea annularis;Caribbean;United States;Florida;24.59;-80.22;Thornhill_2006_Mar_Biol_148_711;;AF333511;Oannularis;Flo;2001;1;;;;;;;;;;;;;;;
B1;ITS2;AF333511;Cnidaria;Anthozoa;Scleractinia;Faviidae;Montastraea;annularis;Montastraea annularis;Caribbean;United States;Florida;24.59;-80.22;Thornhill_2006_Mar_Biol_148_711;;AF333511;Oannularis;Flo;2002;1;;;;;;;;;;;;;;;
B1;ITS2;AF333511;Cnidaria;Anthozoa;Scleractinia;Faviidae;Montastraea;annularis;Montastraea annularis;Caribbean;United States;Florida;24.59;-80.22;Thornhill_2006_Mar_Biol_148_711;;AF333511;Oannularis;Flo;2004;1;;;;;;;;;;;;;;;
B1;ITS2;AF333511;Cnidaria;Anthozoa;Scleractinia;Faviidae;Montastraea;faveolata;Montastraea faveolata;Caribbean;Bahamas;Exuma Islands;23.76725556;-76.09464167;Thornhill_2006_Mar_Biol_148_711;;AF333511;Ofaveolata;Bah;2004;1;;;;;;;;;;;;;;;
B1;ITS2;AF333511;Cnidaria;Anthozoa;Scleractinia;Faviidae;Montastraea;faveolata;Montastraea faveolata;Caribbean;Bahamas;Exuma Islands;23.76725556;-76.09464167;Thornhill_2006_Mar_Biol_148_711;;AF333511;Ofaveolata;Bah;2004;2;;;;;;;;;;;;;;;
B1;ITS2;AF333511;Cnidaria;Anthozoa;Scleractinia;Faviidae;Montastraea;faveolata;Montastraea faveolata;Caribbean;United States;Florida;24.59;-80.22;Thornhill_2006_Mar_Biol_148_711;;AF333511;Ofaveolata;Flo;2002;1;;;;;;;;;;;;;;;
