Reference GeoSymbio;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Type;Gene;Accession number;Host_Phylum;Host_Class;Host_Order;Host_Family;Host_Genus;Host_Species;Host_Sci_Name;Ocean;Country;StateRegion;Latitude;Longitude;Reference;;Accession number;Host_Species_code;Country;year;sample_number;;;;;;;;;;;;;;;
B1;ITS2;AF333511;Cnidaria;Anthozoa;Scleractinia;Faviidae;Montastraea;faveolata;Montastraea faveolata;Caribbean;United States;Florida;24.59;-80.22;Thornhill_2006_Mar_Biol_148_711;;AF333511;Ofaveolata;Flo;2004;1;;;;;;;;;;;;;;;
B1;ITS2;AF333511;Cnidaria;Anthozoa;Scleractinia;Faviidae;Montastraea;faveolata;Montastraea faveolata;Caribbean;United States;Florida;24.59;-80.22;Thornhill_2006_Mar_Biol_148_711;;AF333511;Ofaveolata;Flo;2004;2;;;;;;;;;;;;;;;
B1;ITS2;AF333511;Cnidaria;Anthozoa;Scleractinia;Faviidae;Montastraea;faveolata;Montastraea faveolata;Caribbean;United States;Florida;24.59;-80.22;Thornhill_2006_Mar_Biol_148_711;;AF333511;Ofaveolata;Flo;2004;3;;;;;;;;;;;;;;;
B1;ITS2;AF333511;Cnidaria;Anthozoa;Scleractinia;Faviidae;Montastraea;franksi;Montastraea franksi;Caribbean;Bahamas;Exuma Islands;23.76725556;-76.09464167;Thornhill_2006_Mar_Biol_148_711;;AF333511;Ofranksi;Bah;2004;1;;;;;;;;;;;;;;;
B1;ITS2;AF333511;Cnidaria;Anthozoa;Scleractinia;Faviidae;Montastraea;franksi;Montastraea franksi;Caribbean;United States;Florida;24.59;-80.22;Thornhill_2006_Mar_Biol_148_711;;AF333511;Ofranksi;Flo;2002;1;;;;;;;;;;;;;;;
B1;ITS2;AF333511;Cnidaria;Anthozoa;Scleractinia;Faviidae;Montastraea;franksi;Montastraea franksi;Caribbean;United States;Florida;24.59;-80.22;Thornhill_2006_Mar_Biol_148_711;;AF333511;Ofranksi;Flo;2004;1;;;;;;;;;;;;;;;
B1;ITS2;AF333511;Cnidaria;Anthozoa;Scleractinia;Faviidae;Montastraea;annularis;Montastraea annularis;Caribbean;Bahamas;Exuma Islands;24.345729;-75.346566;Thornhill_2009_PLoS_ONE_4_e6262;;AF333511;Oannularis;Bah;2005;1;;;;;;;;;;;;;;;
B1;ITS2;AF333511;Cnidaria;Anthozoa;Scleractinia;Faviidae;Montastraea;annularis;Montastraea annularis;Caribbean;Bahamas;Exuma Islands;25.03428;-77.39628;Thornhill_2009_PLoS_ONE_4_e6262;;AF333511;Oannularis;Bah;2005;2;;;;;;;;;;;;;;;
B1;ITS2;AF333511;Cnidaria;Anthozoa;Scleractinia;Faviidae;Montastraea;annularis;Montastraea annularis;Caribbean;United States;Florida;25.0446;-80.3945;Thornhill_2009_PLoS_ONE_4_e6262;;AF333511;Oannularis;Flo;2005;1;;;;;;;;;;;;;;;
B1;ITS2;AF333511;Cnidaria;Anthozoa;Scleractinia;Faviidae;Montastraea;faveolata;Montastraea faveolata;Caribbean;Bahamas;Exuma Islands;24.345729;-75.346566;Thornhill_2009_PLoS_ONE_4_e6262;;AF333511;Ofaveolata;Bah;2005;1;;;;;;;;;;;;;;;
B1;ITS2;AF333511;Cnidaria;Anthozoa;Scleractinia;Faviidae;Montastraea;faveolata;Montastraea faveolata;Caribbean;United States;Florida;24.760294;-80.838858;Thornhill_2009_PLoS_ONE_4_e6262;;AF333511;Ofaveolata;Flo;2005;1;;;;;;;;;;;;;;;
B1;ITS2;AF333511;Cnidaria;Anthozoa;Scleractinia;Faviidae;Montastraea;faveolata;Montastraea faveolata;Caribbean;United States;Florida;25.027085;-80.392074;Thornhill_2009_PLoS_ONE_4_e6262;;AF333511;Ofaveolata;Flo;2005;2;;;;;;;;;;;;;;;
B1;ITS2;AF333511;Cnidaria;Anthozoa;Scleractinia;Faviidae;Montastraea;faveolata;Montastraea faveolata;Caribbean;Bahamas;Exuma Islands;25.03428;-77.39628;Thornhill_2009_PLoS_ONE_4_e6262;;AF333511;Ofaveolata;Bah;2005;2;;;;;;;;;;;;;;;
B1;ITS2;AF333511;Cnidaria;Anthozoa;Scleractinia;Faviidae;Montastraea;faveolata;Montastraea faveolata;Caribbean;United States;Florida;25.0446;-80.3945;Thornhill_2009_PLoS_ONE_4_e6262;;AF333511;Ofaveolata;Flo;2005;3;;;;;;;;;;;;;;;
B10;ITS2;AF499787;Cnidaria;Anthozoa;Scleractinia;Faviidae;Montastraea;faveolata;Montastraea faveolata;Caribbean;United States;Florida;24.776438;-80.717769;Correa_2009_Coral_Reefs_28_437;;AF499787;Ofaveolata;Flo;2006;2;;;;;;;;;;;;;;;
B10;ITS2;AF499787;Cnidaria;Anthozoa;Scleractinia;Faviidae;Montastraea;faveolata;Montastraea faveolata;Caribbean;United States;Florida;24.776438;-80.717769;Correa_2009_Coral_Reefs_28_437;;AF499787;Ofaveolata;Flo;2006;3;;;;;;;;;;;;;;;
B10;ITS2;AF499787;Cnidaria;Anthozoa;Scleractinia;Faviidae;Montastraea;faveolata;Montastraea faveolata;Caribbean;United States;Florida;24.59;-80.22;Thornhill_2006_Mar_Biol_148_711;;AF499787;Ofaveolata;Flo;1998;1;;;;;;;;;;;;;;;
B10;ITS2;AF499787;Cnidaria;Anthozoa;Scleractinia;Faviidae;Montastraea;faveolata;Montastraea faveolata;Caribbean;United States;Florida;24.59;-80.22;Thornhill_2006_Mar_Biol_148_711;;AF499787;Ofaveolata;Flo;2002;2;;;;;;;;;;;;;;;
B10;ITS2;AF499787;Cnidaria;Anthozoa;Scleractinia;Faviidae;Montastraea;franksi;Montastraea franksi;Caribbean;United States;Florida;24.59;-80.22;Thornhill_2006_Mar_Biol_148_711;;AF499787;Ofranksi;Flo;2001;1;;;;;;;;;;;;;;;
B10;ITS2;AF499787;Cnidaria;Anthozoa;Scleractinia;Faviidae;Montastraea;franksi;Montastraea franksi;Caribbean;United States;Florida;24.59;-80.22;Thornhill_2006_Mar_Biol_148_711;;AF499787;Ofranksi;Flo;2002;2;;;;;;;;;;;;;;;
B10;ITS2;AF499787;Cnidaria;Anthozoa;Scleractinia;Faviidae;Montastraea;annularis;Montastraea annularis;Caribbean;United States;Florida;25.027085;-80.392074;Thornhill_2009_PLoS_ONE_4_e6262;;AF499787;Oannularis;Flo;2005;2;;;;;;;;;;;;;;;
B13;ITS2;EF450546;Cnidaria;Anthozoa;Scleractinia;Pocilloporidae;Madracis;mirabilis;Madracis mirabilis;Caribbean;Netherlands;Curacao;12.197672;-68.939165;Frade_2008_Mol_Ecol_17_691;;EF450546;Mmirabilis;Cur;2005;1;;;;;;;;;;;;;;;
B13;ITS2;EF450546;Cnidaria;Anthozoa;Scleractinia;Pocilloporidae;Madracis;mirabilis;Madracis mirabilis;Caribbean;Netherlands;Curacao;12.197672;-68.939165;Frade_2008_Mol_Ecol_17_691;;EF450546;Mmirabilis;Cur;2005;2;;;;;;;;;;;;;;;
B13;ITS2;EF450546;Cnidaria;Anthozoa;Scleractinia;Pocilloporidae;Madracis;mirabilis;Madracis mirabilis;Caribbean;Netherlands;Curacao;12.197672;-68.939165;Frade_2008_Mol_Ecol_17_691;;EF450546;Mmirabilis;Cur;2005;3;;;;;;;;;;;;;;;
B15;ITS2;EF450626;Cnidaria;Anthozoa;Scleractinia;Pocilloporidae;Madracis;formosa;Madracis formosa;Caribbean;Netherlands;Curacao;12.197672;-68.939165;Frade_2008_Mol_Ecol_17_691;;EF450626;Mformosa;Cur;2005;1;;;;;;;;;;;;;;;
B15;ITS2;EF450626;Cnidaria;Anthozoa;Scleractinia;Pocilloporidae;Madracis;pharensis;Madracis pharensis;Caribbean;Netherlands;Curacao;12.197672;-68.939165;Frade_2008_Coral_Reefs_27_913;;EF450626;Mpharensis;Cur;2006;1;;;;;;;;;;;;;;;
B15;ITS2;EF450626;Cnidaria;Anthozoa;Scleractinia;Pocilloporidae;Madracis;pharensis;Madracis pharensis;Caribbean;Netherlands;Curacao;12.197672;-68.939165;Frade_2008_Mol_Ecol_17_691;;EF450626;Mpharensis;Cur;2005;1;;;;;;;;;;;;;;;
B15;ITS2;EF450626;Cnidaria;Anthozoa;Scleractinia;Pocilloporidae;Madracis;pharensis;Madracis pharensis;Caribbean;Netherlands;Curacao;12.197672;-68.939165;Frade_2008_Mol_Ecol_17_691;;EF450626;Mpharensis;Cur;2005;2;;;;;;;;;;;;;;;
B17;ITS;AY074987;Cnidaria;Anthozoa;Scleractinia;Faviidae;Montastraea;annularis;Montastraea annularis;Caribbean;Panama;N_A;8.5;-80.5;Savage_2002_MEPS_244_17;;AY074987;Oannularis;Pan;1999;1;;;;;;;;;;;;;;;
B17;ITS2;AY074987;Cnidaria;Anthozoa;Scleractinia;Faviidae;Montastraea;faveolata;Montastraea faveolata;Caribbean;Mexico;Quintana Roo;20.522877;-86.510453;DeSalvo_2010_Mol_Ecol_19_1174;;AY074987;Ofaveolata;Mex;2007;6;;;;;;;;;;;;;;;
B17;ITS2;AY074987;Cnidaria;Anthozoa;Scleractinia;Faviidae;Montastraea;faveolata;Montastraea faveolata;Caribbean;Mexico;Quintana Roo;20.522877;-86.510453;DeSalvo_2010_Mol_Ecol_19_1174;;AY074987;Ofaveolata;Mex;2007;7;;;;;;;;;;;;;;;
B17;ITS2;AY074987;Cnidaria;Anthozoa;Scleractinia;Faviidae;Montastraea;faveolata;Montastraea faveolata;Caribbean;Mexico;Quintana Roo;20.522877;-86.510453;DeSalvo_2010_Mol_Ecol_19_1174;;AY074987;Ofaveolata;Mex;2007;8;;;;;;;;;;;;;;;
B17;ITS2;AY074987;Cnidaria;Anthozoa;Scleractinia;Faviidae;Montastraea;faveolata;Montastraea faveolata;Caribbean;Belize;Western Caribbean;16.480001;-88.045999;Finney_2010_Microb_Ecol_60_250;;AY074987;Ofaveolata;Bel;2003;1;;;;;;;;;;;;;;;
B1e;ITS2;GU907634;Cnidaria;Anthozoa;Scleractinia;Meandrinidae;Eusmilia ;fastigiata;Eusmilia  fastigiata;Caribbean;Belize;Western Caribbean;16.480001;-88.045999;Finney_2010_Microb_Ecol_60_250;;GU907634;Efastigiata;Bel;2003;3;;;;;;;;;;;;;;;
B1j;ITS2;GU907637;Cnidaria;Anthozoa;Scleractinia;Faviidae;Montastraea;annularis;Montastraea annularis;Caribbean;Barbados;Eastern Caribbean;13.113952;-59.323522;Finney_2010_Microb_Ecol_60_250;;GU907637;Oannularis;Bar;2005;2;;;;;;;;;;;;;;;
B1j;ITS2;GU907637;Cnidaria;Anthozoa;Scleractinia;Faviidae;Montastraea;faveolata;Montastraea faveolata;Caribbean;Barbados;Eastern Caribbean;13.113952;-59.323522;Finney_2010_Microb_Ecol_60_250;;GU907637;Ofaveolata;Bar;2005;4;;;;;;;;;;;;;;;
B1j;ITS2;GU907637;Cnidaria;Anthozoa;Scleractinia;Faviidae;Montastraea;faveolata;Montastraea faveolata;Caribbean;Barbados;Eastern Caribbean;13.113952;-59.323522;Finney_2010_Microb_Ecol_60_250;;GU907637;Ofaveolata;Bar;2005;5;;;;;;;;;;;;;;;
B1j;ITS2;GU907637;Cnidaria;Anthozoa;Scleractinia;Faviidae;Montastraea;annularis;Montastraea annularis;Caribbean;Barbados;N_A;13.065258;-59.39125;LaJeunesse_2009_Proc_Royal_Soc_B_276_4139;;GU907637;Oannularis;Bar;2007;5;;;;;;;;;;;;;;;
B1k;ITS2;GU907638;Cnidaria;Anthozoa;Scleractinia;Meandrinidae;Dendrogyra ;cylindrus;Dendrogyra  cylindrus;Caribbean;Barbados;Eastern Caribbean;13.113952;-59.323522;Finney_2010_Microb_Ecol_60_250;;GU907638;Dcylindrus;Bar;2005;2;;;;;;;;;;;;;;;
B20;ITS2;GU907642;Cnidaria;Anthozoa;Scleractinia;Meandrinidae;Dichocoenia;stokesi;Dichocoenia stokesi;Caribbean;Belize;Western Caribbean;16.480001;-88.045999;Finney_2010_Microb_Ecol_60_250;;GU907642;Dstokesi;Bel;2003;3;;;;;;;;;;;;;;;
B24;ITS2;GU907643 ;Cnidaria;Anthozoa;Scleractinia;Faviidae;Diploria;strigosa;Diploria strigosa;Caribbean;Belize;Western Caribbean;16.480001;-88.045999;Finney_2010_Microb_Ecol_60_250;;GU907643 ;Dstrigosa;Bel;2003;3;;;;;;;;;;;;;;;
B35;ITS2;N_A;Cnidaria;Anthozoa;Scleractinia;Faviidae;Diploria;strigosa;Diploria strigosa;Caribbean;Barbados;Eastern Caribbean;13.113952;-59.323522;Finney_2010_Microb_Ecol_60_250;;N_A;Dstrigosa;Bar;2005;4;;;;;;;;;;;;;;;
B38;ITS2;GU907651;Cnidaria;Anthozoa;Scleractinia;Faviidae;Diploria;strigosa;Diploria strigosa;Caribbean;Belize;Western Caribbean;16.480001;-88.045999;Finney_2010_Microb_Ecol_60_250;;GU907651;Dstrigosa;Bel;2003;4;;;;;;;;;;;;;;;
B5;ITS2;AF499781;Cnidaria;Anthozoa;Scleractinia;Siderastreidae;Siderastrea;siderea;Siderastrea siderea;Caribbean;United States;US Virgin Islands;18.296119;-64.890936;Correa_2009_Coral_Reefs_28_437;;AF499781;Ssiderea;USVI;2007;2;;;;;;;;;;;;;;;
B5;ITS2;AF499781;Cnidaria;Anthozoa;Scleractinia;Siderastreidae;Siderastrea;siderea;Siderastrea siderea;Caribbean;United States;Florida;24.776438;-80.717769;Correa_2009_Coral_Reefs_28_437;;AF499781;Ssiderea;Flo;2006;5;;;;;;;;;;;;;;;
B5;ITS2;AF499781;Cnidaria;Anthozoa;Scleractinia;Siderastreidae;Siderastrea;siderea;Siderastrea siderea;Caribbean;United States;Florida;24.776438;-80.717769;Correa_2009_Coral_Reefs_28_437;;AF499781;Ssiderea;Flo;2006;6;;;;;;;;;;;;;;;
B5;ITS2;AF499781;Cnidaria;Anthozoa;Scleractinia;Siderastreidae;Siderastrea;siderea;Siderastrea siderea;Caribbean;United States;Florida;24.776438;-80.717769;Correa_2009_Coral_Reefs_28_437;;AF499781;Ssiderea;Flo;2006;7;;;;;;;;;;;;;;;
B5;ITS2;AF499781;Cnidaria;Anthozoa;Scleractinia;Siderastreidae;Siderastrea;radians;Siderastrea radians;Caribbean;Barbados;Eastern Caribbean;13.113952;-59.323522;Finney_2010_Microb_Ecol_60_250;;AF499781;Sradians;Bar;2005;4;;;;;;;;;;;;;;;
B5;ITS2;AF499781;Cnidaria;Anthozoa;Scleractinia;Siderastreidae;Siderastrea;radians;Siderastrea radians;Caribbean;Belize;Western Caribbean;16.480001;-88.045999;Finney_2010_Microb_Ecol_60_250;;AF499781;Sradians;Bel;2003;1;;;;;;;;;;;;;;;
B5;ITS2;AF499781;Cnidaria;Anthozoa;Scleractinia;Siderastreidae;Siderastrea;radians;Siderastrea radians;Caribbean;Mexico;Quintana Roo;20.5;-86.52;LaJeunesse_2002_Mar_Biol_141_387;;AF499781;Sradians;Mex;1999;1;;;;;;;;;;;;;;;
B5;ITS2;AF499781;Cnidaria;Anthozoa;Scleractinia;Siderastreidae;Siderastrea;radians;Siderastrea radians;Caribbean;Bahamas;Exuma Islands;23.76725556;-76.09464167;LaJeunesse_2002_Mar_Biol_141_387;;AF499781;Sradians;Bah;1999;1;;;;;;;;;;;;;;;
B5;ITS2;AF499781;Cnidaria;Anthozoa;Scleractinia;Siderastreidae;Siderastrea;siderea;Siderastrea siderea;Caribbean;Barbados;N_A;13.065258;-59.39125;LaJeunesse_2009_Proc_Royal_Soc_B_276_4139;;AF499781;Ssiderea;Bar;2007;2;;;;;;;;;;;;;;;
B5;ITS2;AF499781;Cnidaria;Anthozoa;Scleractinia;Siderastreidae;Siderastrea;radians;Siderastrea radians;Caribbean;United States;Florida;24.59;-80.22;Thornhill_2006_Coral_Reefs_25_515;;AF499781;Sradians;Flo;2005;1;;;;;;;;;;;;;;;
B5a;ITS2;AF499782;Cnidaria;Anthozoa;Scleractinia;Siderastreidae;Siderastrea;radians;Siderastrea radians;Caribbean;Mexico;Quintana Roo;20.5;-86.52;LaJeunesse_2002_Mar_Biol_141_387;;AF499782;Sradians;Mex;1999;2;;;;;;;;;;;;;;;
B5a;ITS2;AF499782;Cnidaria;Anthozoa;Scleractinia;Siderastreidae;Siderastrea;siderea;Siderastrea siderea;Caribbean;United States;US Virgin Islands;18.296119;-64.890936;Correa_2009_Coral_Reefs_28_437;;AF499782;Ssiderea;USVI;2007;3;;;;;;;;;;;;;;;
B5a;ITS2;AF499782;Cnidaria;Anthozoa;Scleractinia;Siderastreidae;Siderastrea;siderea;Siderastrea siderea;Caribbean;United States;Florida;24.776438;-80.717769;Correa_2009_Coral_Reefs_28_437;;AF499782;Ssiderea;Flo;2006;8;;;;;;;;;;;;;;;
B5a;ITS2;AF499782;Cnidaria;Anthozoa;Scleractinia;Siderastreidae;Siderastrea;siderea;Siderastrea siderea;Caribbean;United States;Florida;24.776438;-80.717769;Correa_2009_Coral_Reefs_28_437;;AF499782;Ssiderea;Flo;2006;9;;;;;;;;;;;;;;;
B5a;ITS2;AF499782;Cnidaria;Anthozoa;Scleractinia;Siderastreidae;Siderastrea;siderea;Siderastrea siderea;Caribbean;United States;Florida;24.776438;-80.717769;Correa_2009_Coral_Reefs_28_437;;AF499782;Ssiderea;Flo;2006;10;;;;;;;;;;;;;;;
B5a;ITS2;AF499782;Cnidaria;Anthozoa;Scleractinia;Siderastreidae;Siderastrea;radians;Siderastrea radians;Caribbean;Bahamas;Exuma Islands;23.76725556;-76.09464167;LaJeunesse_2002_Mar_Biol_141_387;;AF499782;Sradians;Bah;1999;2;;;;;;;;;;;;;;;
B5a;ITS2;AF499782;Cnidaria;Anthozoa;Scleractinia;Siderastreidae;Siderastrea;siderea;Siderastrea siderea;Caribbean;United States;Florida;24.59;-80.22;Thornhill_2006_Mar_Biol_148_711;;AF499782;Ssiderea;Flo;2004;1;;;;;;;;;;;;;;;
B5a;ITS2;AF499782;Cnidaria;Anthozoa;Scleractinia;Siderastreidae;Siderastrea;siderea;Siderastrea siderea;Caribbean;United States;Florida;24.59;-80.22;Thornhill_2006_Mar_Biol_148_711;;AF499782;Ssiderea;Flo;2004;2;;;;;;;;;;;;;;;
B6;ITS2;AF499783;Cnidaria;Anthozoa;Scleractinia;Faviidae;Colpophyllia;natans;Colpophyllia natans;Caribbean;Belize;Western Caribbean;16.480001;-88.045999;Finney_2010_Microb_Ecol_60_250;;AF499783;Cnatans;Bel;2003;1;;;;;;;;;;;;;;;
B6;ITS2;AF499783;Cnidaria;Anthozoa;Scleractinia;Faviidae;Colpophyllia;natans;Colpophyllia natans;Caribbean;Belize;Western Caribbean;16.480001;-88.045999;Finney_2010_Microb_Ecol_60_250;;AF499783;Cnatans;Bel;2003;2;;;;;;;;;;;;;;;
B6;ITS2;AF499783;Cnidaria;Anthozoa;Scleractinia;Faviidae;Colpophyllia;natans;Colpophyllia natans;Caribbean;Mexico;Quintana Roo;20.5;-86.52;LaJeunesse_2002_Mar_Biol_141_387;;AF499783;Cnatans;Mex;1999;1;;;;;;;;;;;;;;;
B6;ITS2;AF499783;Cnidaria;Anthozoa;Scleractinia;Faviidae;Colpophyllia;natans;Colpophyllia natans;Caribbean;Bahamas;Exuma Islands;23.76725556;-76.09464167;LaJeunesse_2002_Mar_Biol_141_387;;AF499783;Cnatans;Bah;1999;1;;;;;;;;;;;;;;;
B7;ITS2;AF499784;Cnidaria;Anthozoa;Scleractinia;Pocilloporidae;Madracis;decactis;Madracis decactis;Caribbean;Mexico;Quintana Roo;20.5;-86.52;LaJeunesse_2002_Mar_Biol_141_387;;AF499784;Mdecactis;Mex;1999;1;;;;;;;;;;;;;;;
B7;ITS2;AF499784;Cnidaria;Anthozoa;Scleractinia;Pocilloporidae;Madracis;decactis;Madracis decactis;Caribbean;Barbados;Eastern Caribbean;13.113952;-59.323522;Finney_2010_Microb_Ecol_60_250;;AF499784;Mdecactis;Bar;2005;1;;;;;;;;;;;;;;;
B7;ITS2;AF499784;Cnidaria;Anthozoa;Scleractinia;Pocilloporidae;Madracis;decactis;Madracis decactis;Caribbean;Barbados;Eastern Caribbean;13.113952;-59.323522;Finney_2010_Microb_Ecol_60_250;;AF499784;Mdecactis;Bar;2005;2;;;;;;;;;;;;;;;
B7;ITS2;AF499784;Cnidaria;Anthozoa;Scleractinia;Pocilloporidae;Madracis;decactis;Madracis decactis;Caribbean;Barbados;Eastern Caribbean;13.113952;-59.323522;Finney_2010_Microb_Ecol_60_250;;AF499784;Mdecactis;Bar;2005;3;;;;;;;;;;;;;;;
B7;ITS2;AF499784;Cnidaria;Anthozoa;Scleractinia;Pocilloporidae;Madracis;decactis;Madracis decactis;Caribbean;Belize;Western Caribbean;16.480001;88.045999;Finney_2010_Microb_Ecol_60_250;;AF499784;Mdecactis;Bel;2003;1;;;;;;;;;;;;;;;
B7;ITS2;AF499784;Cnidaria;Anthozoa;Scleractinia;Pocilloporidae;Madracis;decactis;Madracis decactis;Caribbean;Belize;Western Caribbean;16.480001;-88.045999;Finney_2010_Microb_Ecol_60_250;;AF499784;Mdecactis;Bel;2003;2;;;;;;;;;;;;;;;
B7;ITS2;AF499784;Cnidaria;Anthozoa;Scleractinia;Pocilloporidae;Madracis;formosa;Madracis formosa;Caribbean;Belize;Western Caribbean;16.480001;-88.045999;Finney_2010_Microb_Ecol_60_250;;AF499784;Mformosa;Bel;2003;1;;;;;;;;;;;;;;;
B7;ITS2;AF499784;Cnidaria;Anthozoa;Scleractinia;Pocilloporidae;Madracis;mirabilis;Madracis mirabilis;Caribbean;Barbados;Eastern Caribbean;13.113952;-59.323522;Finney_2010_Microb_Ecol_60_250;;AF499784;Mmirabilis;Bar;2005;1;;;;;;;;;;;;;;;
B7;ITS2;AF499784;Cnidaria;Anthozoa;Scleractinia;Pocilloporidae;Madracis;mirabilis;Madracis mirabilis;Caribbean;Barbados;Eastern Caribbean;13.113952;-59.323522;Finney_2010_Microb_Ecol_60_250;;AF499784;Mmirabilis;Bar;2005;2;;;;;;;;;;;;;;;
B7;ITS2;AF499784;Cnidaria;Anthozoa;Scleractinia;Pocilloporidae;Madracis;mirabilis;Madracis mirabilis;Caribbean;Belize;Western Caribbean;16.480001;-88.045999;Finney_2010_Microb_Ecol_60_250;;AF499784;Mmirabilis;Bel;2003;1;;;;;;;;;;;;;;;
B7;ITS2;AF499784;Cnidaria;Anthozoa;Scleractinia;Pocilloporidae;Madracis;mirabilis;Madracis mirabilis;Caribbean;Belize;Western Caribbean;16.480001;-88.045999;Finney_2010_Microb_Ecol_60_250;;AF499784;Mmirabilis;Bel;2003;2;;;;;;;;;;;;;;;
B7;ITS2;AF499784;Cnidaria;Anthozoa;Scleractinia;Pocilloporidae;Madracis;pharensis;Madracis pharensis;Caribbean;Barbados;Eastern Caribbean;13.113952;-59.323522;Finney_2010_Microb_Ecol_60_250;;AF499784;Mpharensis;Bar;2005;1;;;;;;;;;;;;;;;
B7;ITS2;AF499784;Cnidaria;Anthozoa;Scleractinia;Pocilloporidae;Madracis;pharensis;Madracis pharensis;Caribbean;Belize;Western Caribbean;16.480001;-88.045999;Finney_2010_Microb_Ecol_60_250;;AF499784;Mpharensis;Bel;2003;1;;;;;;;;;;;;;;;
B7;ITS2;AF499784;Cnidaria;Anthozoa;Scleractinia;Pocilloporidae;Madracis;pharensis;Madracis pharensis;Caribbean;Netherlands;Curacao;12.197672;-68.939165;Frade_2008_Coral_Reefs_27_913;;AF499784;Mpharensis;Cur;2006;2;;;;;;;;;;;;;;;
B7;ITS2;AF499784;Cnidaria;Anthozoa;Scleractinia;Pocilloporidae;Madracis;pharensis;Madracis pharensis;Caribbean;Netherlands;Curacao;12.197672;-68.939165;Frade_2008_Coral_Reefs_27_913;;AF499784;Mpharensis;Cur;2006;3;;;;;;;;;;;;;;;
B7;ITS2;AF499784;Cnidaria;Anthozoa;Scleractinia;Pocilloporidae;Madracis;carmabi;Madracis carmabi;Caribbean;Netherlands;Curacao;12.197672;-68.939165;Frade_2008_Mol_Ecol_17_691;;AF499784;Mcarmabi;Cur;2005;1;;;;;;;;;;;;;;;
B7;ITS2;AF499784;Cnidaria;Anthozoa;Scleractinia;Pocilloporidae;Madracis;decactis;Madracis decactis;Caribbean;Netherlands;Curacao;12.197672;-68.939165;Frade_2008_Mol_Ecol_17_691;;AF499784;Mdecactis;Cur;2005;1;;;;;;;;;;;;;;;
B7;ITS2;AF499784;Cnidaria;Anthozoa;Scleractinia;Pocilloporidae;Madracis;decactis;Madracis decactis;Caribbean;Netherlands;Curacao;12.197672;-68.939165;Frade_2008_Mol_Ecol_17_691;;AF499784;Mdecactis;Cur;2005;2;;;;;;;;;;;;;;;
B7;ITS2;AF499784;Cnidaria;Anthozoa;Scleractinia;Pocilloporidae;Madracis;decactis;Madracis decactis;Caribbean;Netherlands;Curacao;12.197672;-68.939165;Frade_2008_Mol_Ecol_17_691;;AF499784;Mdecactis;Cur;2005;3;;;;;;;;;;;;;;;
B7;ITS2;AF499784;Cnidaria;Anthozoa;Scleractinia;Pocilloporidae;Madracis;formosa;Madracis formosa;Caribbean;Netherlands;Curacao;12.197672;-68.939165;Frade_2008_Mol_Ecol_17_691;;AF499784;Mformosa;Cur;2005;2;;;;;;;;;;;;;;;
B7;ITS2;AF499784;Cnidaria;Anthozoa;Scleractinia;Pocilloporidae;Madracis;mirabilis;Madracis mirabilis;Caribbean;Netherlands;Curacao;12.197672;-68.939165;Frade_2008_Mol_Ecol_17_691;;AF499784;Mmirabilis;Cur;2005;4;;;;;;;;;;;;;;;
B7;ITS2;AF499784;Cnidaria;Anthozoa;Scleractinia;Pocilloporidae;Madracis;mirabilis;Madracis mirabilis;Caribbean;Netherlands;Curacao;12.197672;-68.939165;Frade_2008_Mol_Ecol_17_691;;AF499784;Mmirabilis;Cur;2005;5;;;;;;;;;;;;;;;
B7;ITS2;AF499784;Cnidaria;Anthozoa;Scleractinia;Pocilloporidae;Madracis;mirabilis;Madracis mirabilis;Caribbean;Netherlands;Curacao;12.197672;-68.939165;Frade_2008_Mol_Ecol_17_691;;AF499784;Mmirabilis;Cur;2005;6;;;;;;;;;;;;;;;
B7;ITS2;AF499784;Cnidaria;Anthozoa;Scleractinia;Pocilloporidae;Madracis;pharensis;Madracis pharensis;Caribbean;Netherlands;Curacao;12.197672;-68.939165;Frade_2008_Mol_Ecol_17_691;;AF499784;Mpharensis;Cur;2005;3;;;;;;;;;;;;;;;
B7;ITS2;AF499784;Cnidaria;Anthozoa;Scleractinia;Pocilloporidae;Madracis;pharensis;Madracis pharensis;Caribbean;Netherlands;Curacao;12.197672;-68.939165;Frade_2008_Mol_Ecol_17_691;;AF499784;Mpharensis;Cur;2005;4;;;;;;;;;;;;;;;
B7;ITS2;AF499784;Cnidaria;Anthozoa;Scleractinia;Pocilloporidae;Madracis;pharensis;Madracis pharensis;Caribbean;Netherlands;Curacao;12.197672;-68.939165;Frade_2008_Mol_Ecol_17_691;;AF499784;Mpharensis;Cur;2005;5;;;;;;;;;;;;;;;
B7;ITS2;AF499784;Cnidaria;Anthozoa;Scleractinia;Pocilloporidae;Madracis;pharensis;Madracis pharensis;Caribbean;Netherlands;Curacao;12.197672;-68.939165;Frade_2008_Mol_Ecol_17_691;;AF499784;Mpharensis;Cur;2005;6;;;;;;;;;;;;;;;
B7;ITS2;AF499784;Cnidaria;Anthozoa;Scleractinia;Pocilloporidae;Madracis;senaria;Madracis senaria;Caribbean;Netherlands;Curacao;12.197672;-68.939165;Frade_2008_Mol_Ecol_17_691;;AF499784;Msenaria;Cur;2005;1;;;;;;;;;;;;;;;
